Body ID,articleBody
2041,"Buddhism  (  [ pronˈbʊdɪzəm ]  or  [ ˈbuːdɪzəm ]  )  is an Indian religion and dharma that encompasses a variety of traditions , beliefs and spiritual practices largely based on teachings attributed to the Buddha ."
2042,Keith Lionel Urban  ( born 26 October 1967 )  is a New Zealand-born Australian country musician .
2043,"Joffrey Baratheon is a fictional character in the A Song of Ice and Fire series of epic fantasy novels by American author George R. R. Martin , and its television adaptation Game of Thrones ."
2044,The commonly used term African lion collectively denotes the several subspecies in Africa .
2045,"Zhou Enlai  ( ; 5 March 1898 -- 8 January 1976 )  was the first Premier of the People 's Republic of China , serving from October 1949 until his death in January 1976 ."
2046,"The House of Lusignan  (  [ ˈluːzᵻnjɒn ]  )  was a royal house of French origin , which ruled much of Europe and the Levant , including the kingdoms of Jerusalem , Cyprus , and Armenia , from the 12th through the 15th centuries during the Middle Ages ."
2047,"The White Sox won the 1906 World Series with a defense-oriented team dubbed `` the Hitless Wonders '' , and the 1917 World Series led by Eddie Cicotte , Eddie Collins , and Shoeless Joe Jackson ."
2048,"After making her debut as a child actress in Barney & Friends , Lovato rose to prominence in 2008 when she starred in the Disney Channel television film Camp Rock and released her debut single `` This Is Me '' which peaked at number nine on the Billboard Hot 100 ."
2049,"Robert Renfroe Riley  ( born October 3 , 1944 )  is an American politician who was the 52nd Governor of Alabama from 2003 to 2011 ."
2050,"In 2016 , Wade departed the Heat in free agency to play for the Chicago Bulls ."
2051,"In 1920 she began lecturing at the School of the Art Institute of Chicago , where she would spend the rest of her career , with the exception of short appointments at UCLA and the University of Chicago ."
2052,"Set during the Cold War , the film tells the story of lawyer James B. Donovan , who is entrusted with negotiating the release of Francis Gary Powers -- a U.S. Air Force pilot whose U-2 spy plane was shot down over the Soviet Union in 1960 -- in exchange for Rudolf Abel , a convicted Soviet KGB spy held under the custody of the United States , whom he represented at trial ."
2053,`` Pilot '' is the first episode of the television series Supernatural .
2054,"His style was influenced by gospel music , country music , and rhythm and blues acts , and he performed in Lubbock with his friends from high school ."
2055,"The series is set primarily in the West Wing of the White House , where the Oval Office and offices of presidential senior staff are located , during the fictitious Democratic administration of Josiah Bartlet  ( played by Martin Sheen )  ."
2056,"Denial premiered at the Toronto International Film Festival on September 11 , 2016 and was released in the United States on September 30 , 2016 by Bleecker Street ."
2057,"The law of value  ( German : Wertgesetz )  is a central concept in Karl Marx 's critique of political economy , first expounded in his polemic The Poverty of Philosophy  ( 1847 )  against Pierre-Joseph Proudhon , with reference to David Ricardo 's economics.See Marx , The Poverty of Philosophy , chapter 1 part 2 where Marx refers to Proudhon 's own `` law of value '' and chapter 3 , titled `` Application of the Law of the Proportionality of Value '' ."
2058,"Other returning writers who have worked on this series and previous ones include Frank Cottrell-Boyce , Sarah Dollard , Jamie Mathieson , Peter Harness , Toby Whithouse and Mark Gatiss , as well as two new writers for the revived era of the programme , Mike Bartlett and Rona Munro , the latter of whom wrote Survival , the final serial of the original classic era ."
2059,"A member of the Gyllenhaal family and the son of director Stephen Gyllenhaal and screenwriter Naomi Foner , Gyllenhaal began acting as a child with a screen debut in City Slickers  ( 1991 )  , followed by roles in A Dangerous Woman  ( 1993 )  and Homegrown  ( 1998 )  ."
2060,"It stars Corey Haim , Corey Feldman , Heather Graham , Carol Kane , Richard Masur , Michael Manasseri and Nina Siemaszko ."
2061,"Andre Romelle Young  ( born February 18 , 1965 )  , better known by his stage name Dr. Dre , is an American rapper , record producer , and entrepreneur ."
2062,"After working odd jobs in the first months of the Depression , Hanna joined the Harman and Ising animation studio in 1930 ."
2063,"Muhammad Ali  (  [ ɑːˈliː ]  born Cassius Marcellus Clay Jr. ; January 17 , 1942 -- June 3 , 2016 )  was an American professional boxer and activist ."
2064,"The Danish Girl is a 2015 British-American romantic drama film directed by Tom Hooper , based on the 2000 fictional novel of the same name by David Ebershoff and loosely inspired by the lives of Danish painters Lili Elbe and Gerda Wegener ."
2065,"Several companies have developed various types of merchandising based on the series leading to a large media franchise that includes films , both animated and live-action , collectible trading card games , numerous action figures , along with several collections of soundtracks and a large number of video games ."
2066,"DeSimone was a grandson and nephew of Los Angeles mob bosses Rosario DeSimone and Frank DeSimone , respectively ."
2067,"Reuters transmits news in English , French , Arabic , Spanish , German , Italian , Portuguese , Russian , Japanese , Korean , Urdu , and Chinese ."
2068,"Klute is a 1971 American neo-noir crime-thriller film directed and produced by Alan J. Pakula , written by Andy and Dave Lewis , and starring Jane Fonda , Donald Sutherland , Charles Cioffi , and Roy Scheider ."
2069,"Wyatt Berry Stapp Earp  ( March 19 , 1848 -- January 13 , 1929 )  was an American Old West gambler , a deputy sheriff in Pima County , and deputy town marshal in Tombstone , Arizona Territory , who took part in the gunfight at the O.K. Corral , during which lawmen killed three outlaw cowboys ."
2070,"After appearing in television commercials , her first starring role in a feature film came with the teen comedy License to Drive  ( 1988 )  , followed by the critically acclaimed film Drugstore Cowboy  ( 1989 )  , which gained her initial industry notice ."
2071,"It also became the co-capital of the Austro-Hungarian Empire , a great power that dissolved in 1918 , following World War I. Budapest was the focal point of the Hungarian Revolution of 1848 , the Hungarian Republic of Councils in 1919 , the Battle of Budapest in 1945 , and the Hungarian Revolution of 1956 ."
2072,"Elvis & Nixon is a 2016 American comedy-drama film directed by Liza Johnson and written by Joey Sagal , Hanala Sagal , and Cary Elwes ."
2073,"Judd Apatow  (  [ ˈæpətaʊ ]  born December 6 , 1967 )  is an American film producer , writer , director , actor , and comedian ."
2074,"Kate Marie Nash  ( born 6 July 1987 )  is an English singer , songwriter , musician and actress ."
2075,30 Seconds to Mars is the debut studio album by American rock band Thirty Seconds to Mars .
2076,Google is an American multinational technology company specializing in Internet-related services and products .
2077,"Death in Paradise is a British-French crime comedy-drama television series created by Robert Thorogood , starring Ben Miller  ( series 1 -- 3 )  , Kris Marshall  ( series 3 -- 6 )  & Ardal O'Hanlon  ( series 6 -- present )  ."
2078,"The wendigo may appear as a monster with some characteristics of a human , or as a spirit who has possessed a human being and made them become monstrous ."
2079,"He previously played for English clubs Arsenal , Manchester City , Tottenham Hotspur and Crystal Palace , as well as French sides Metz and Monaco and Spanish team Real Madrid ."
2080,Varun Dhawan  ( born 24 April 1987 )  is an Indian actor who appears in Hindi films .
2081,"He began his career in college as a joke writer , stand up comedian , and playwright and , while still in college , was a staff writer for Laverne & Shirley -- making him  ( at the time )  the youngest member of the Writers Guild of America ."
2082,"Colin Andrew Firth ,  ( born 10 September 1960 )  is an English actor ."
2083,"Toy Story 3 is a 2010 American 3D computer-animated comedy-drama film , the third installment in the Toy Story series , and the sequel to Toy Story 2  ( 1999 )  ."
2084,"The Challenge  ( originally known as Road Rules : All Stars , followed by Real World/Road Rules Challenge )  is a reality game show on MTV that is spun off from the network 's two reality shows , Real World and Road Rules ."
2085,In 2015 it acquired the right to sell televisions in the Americas using the brand name of former Japanese firm Sharp .
2086,"Created by cartoonists Joe Simon and Jack Kirby , the character first appeared in Captain America Comics # 1  ( cover dated March 1941 )  from Timely Comics , a predecessor of Marvel Comics ."
2087,"A Nightmare on Elm Street is a 2010 American slasher film directed by Samuel Bayer and written by Wesley Strick and Eric Heisserer as a remake of Wes Craven 's 1984 film of the same name , which revolves around a group of teenagers who are being stalked in their dreams by an enigmatic man named Freddy Krueger ."
2088,"Symptoms of early pregnancy may include missed periods , tender breasts , nausea and vomiting , hunger , and frequent urination ."
2089,He was knighted by Queen Elizabeth II in July 2000 after receiving Kennedy Center Honors in the US in 1999 .
2090,"The series focused on the lives of a group of teenage friends living in the fictional suburban town of Point Place , Wisconsin , from May 17 , 1976 , to December 31 , 1979 ."
